Episode,Date,Stock,Buy,Sell,Profit
2,5/11/2020,GOOGL,0,1403.589966,146.289917
2,5/12/2020,GOOGL,0,1375.180054,117.75
2,5/13/2020,GOOGL,0,1348.329956,69.32995605
2,5/14/2020,GOOGL,0,1356.859985,95.70996094
2,5/15/2020,GOOGL,0,1373.060059,160.9000244
2,5/18/2020,GOOGL,0,1385.180054,126.7700195
2,5/19/2020,GOOGL,0,1374.400024,103.2299805
2,5/20/2020,GOOGL,0,1409.160034,132.5600586
2,5/21/2020,GOOGL,0,1406.75,135.8900146
2,5/22/2020,GOOGL,0,1413.23999,180.6500244
2,5/26/2020,GOOGL,0,1421.369995,79.18994141
2,5/27/2020,GOOGL,0,1420.280029,73.58007813
2,5/28/2020,GOOGL,0,1418.23999,100.9200439
2,5/29/2020,GOOGL,0,1433.52002,110.6199951
2,6/1/2020,GOOGL,0,1434.869995,85.84997559
2,6/18/2020,GOOGL,1434.119995,0,0
2,6/19/2020,GOOGL,1424.640015,0,0
2,6/22/2020,GOOGL,1450.660034,0,0
2,6/23/2020,GOOGL,0,1463.97998,29.85998535
2,6/24/2020,GOOGL,0,1432.699951,8.059936523
2,6/25/2020,GOOGL,0,1441.099976,-9.560058594
2,7/15/2020,GOOGL,1516.880005,0,0
2,7/16/2020,GOOGL,0,1514.920044,-1.959960938
2,7/28/2020,GOOGL,1503.650024,0,0
2,7/29/2020,GOOGL,0,1523.51001,19.85998535
2,8/27/2020,GOOGL,1628.52002,0,0
2,8/28/2020,GOOGL,0,1639.430054,10.91003418
2,9/14/2020,GOOGL,1508.829956,0,0
2,9/15/2020,GOOGL,0,1535.119995,26.29003906
2,9/18/2020,GOOGL,1451.089966,0,0
2,9/21/2020,GOOGL,0,1430.140015,-20.94995117
2,11/4/2020,GOOGL,1745.849976,0,0
2,11/5/2020,GOOGL,0,1762.5,16.65002441
2,1/14/2021,GOOGL,1730.920044,0,0
2,1/15/2021,GOOGL,0,1727.619995,-3.300048828
2,2/17/2021,GOOGL,2118.620117,0,0
2,2/18/2021,GOOGL,0,2105.810059,-12.81005859
2,4/1/2021,GOOGL,2129.780029,0,0
2,4/5/2021,GOOGL,0,2218.959961,89.17993164
2,4/28/2021,GOOGL,2359.040039,0,0
2,4/29/2021,GOOGL,0,2392.76001,33.7199707
2,5/4/2021,GOOGL,2306.830078,0,0
2,5/5/2021,GOOGL,2314.77002,0,0
2,5/6/2021,GOOGL,2337.350098,0,0
2,5/7/2021,GOOGL,2351.929932,0,0
2,5/10/2021,GOOGL,2291.75,0,0
2,5/11/2021,GOOGL,2270.060059,0,0
2,5/12/2021,GOOGL,2200.25,0,0
2,5/13/2021,GOOGL,2229.040039,0,0
2,5/14/2021,GOOGL,2278.379883,0,0
2,5/17/2021,GOOGL,0,2288.919922,-17.91015625
2,5/18/2021,GOOGL,0,2262.469971,-52.30004883
2,5/19/2021,GOOGL,2271.5,0,0
2,5/20/2021,GOOGL,2306.949951,0,0
2,5/21/2021,GOOGL,2294.129883,0,0
2,5/24/2021,GOOGL,2361.040039,0,0
2,5/25/2021,GOOGL,2362.870117,0,0
2,5/26/2021,GOOGL,2380.310059,0,0
2,5/27/2021,GOOGL,0,2362.679932,25.32983398
2,5/28/2021,GOOGL,2356.850098,0,0
2,6/1/2021,GOOGL,0,2381.179932,29.25
2,6/2/2021,GOOGL,0,2370.590088,78.84008789
2,6/3/2021,GOOGL,0,2347.580078,77.52001953
2,6/4/2021,GOOGL,0,2393.570068,193.3200684
2,6/7/2021,GOOGL,0,2402.300049,173.2600098
2,6/8/2021,GOOGL,0,2398.439941,120.0600586
2,6/9/2021,GOOGL,0,2407.939941,136.4399414
2,6/10/2021,GOOGL,0,2435.129883,128.1799316
2,6/11/2021,GOOGL,0,2430.199951,136.0700684
2,6/14/2021,GOOGL,0,2448.909912,87.86987305
2,6/15/2021,GOOGL,0,2428.389893,65.51977539
2,6/16/2021,GOOGL,0,2415.449951,35.13989258
2,6/17/2021,GOOGL,0,2434.870117,78.02001953
2,7/30/2021,GOOGL,2694.530029,0,0
2,8/2/2021,GOOGL,2697.090088,0,0
2,8/3/2021,GOOGL,2712.600098,0,0
2,8/4/2021,GOOGL,2702.51001,0,0
2,8/5/2021,GOOGL,2725.030029,0,0
2,8/6/2021,GOOGL,2714.77002,0,0
2,8/9/2021,GOOGL,2738.26001,0,0
2,8/10/2021,GOOGL,2736.139893,0,0
2,8/11/2021,GOOGL,2725.580078,0,0
2,8/12/2021,GOOGL,2743.879883,0,0
2,8/13/2021,GOOGL,2754.550049,0,0
2,8/16/2021,GOOGL,2766.189941,0,0
2,8/17/2021,GOOGL,2733.22998,0,0
2,8/18/2021,GOOGL,2708.97998,0,0
2,8/19/2021,GOOGL,2713.600098,0,0
2,8/20/2021,GOOGL,2748.590088,0,0
2,8/23/2021,GOOGL,2800.830078,0,0
2,8/24/2021,GOOGL,0,2825.22998,130.6999512
2,8/25/2021,GOOGL,0,2841.580078,144.4899902
2,8/26/2021,GOOGL,0,2828.810059,116.2099609
2,8/27/2021,GOOGL,0,2880.080078,177.5700684
2,8/30/2021,GOOGL,0,2891.810059,166.7800293
2,8/31/2021,GOOGL,0,2893.949951,179.1799316
2,9/1/2021,GOOGL,0,2904.310059,166.0500488
2,9/2/2021,GOOGL,0,2865.73999,129.6000977
2,9/3/2021,GOOGL,0,2874.790039,149.2099609
2,9/7/2021,GOOGL,0,2885.610107,141.7302246
2,9/8/2021,GOOGL,0,2873.820068,119.2700195
2,9/9/2021,GOOGL,0,2870.820068,104.630127
2,9/10/2021,GOOGL,0,2817.52002,84.29003906
2,9/13/2021,GOOGL,0,2846.649902,137.6699219
2,9/14/2021,GOOGL,0,2850.889893,137.2897949
2,9/15/2021,GOOGL,0,2888.590088,140
2,9/16/2021,GOOGL,0,2872.199951,71.36987305
2,10/1/2021,GOOGL,2730.860107,0,0
2,10/4/2021,GOOGL,2673.189941,0,0
2,10/5/2021,GOOGL,0,2720.459961,-10.40014648
2,10/6/2021,GOOGL,0,2751.300049,78.11010742
2,11/23/2021,GOOGL,2915.639893,0,0
2,11/24/2021,GOOGL,2922.399902,0,0
2,11/26/2021,GOOGL,2843.659912,0,0
2,11/29/2021,GOOGL,2910.610107,0,0
1,1/6/2020,TSLA,90.30799866,0,0
1,1/7/2020,TSLA,0,93.81199646,3.503997803
1,1/13/2020,TSLA,104.9720001,0,0
1,1/14/2020,TSLA,0,107.5839996,2.611999512
1,1/16/2020,TSLA,102.697998,0,0
1,1/17/2020,TSLA,102.0999985,0,0
1,1/21/2020,TSLA,109.4400024,0,0
1,1/23/2020,TSLA,0,114.4400024,11.74200439
1,1/27/2020,TSLA,0,111.6039963,9.503997803
1,1/28/2020,TSLA,0,113.3799973,3.939994812
1,2/7/2020,TSLA,149.6139984,0,0
1,2/12/2020,TSLA,0,153.4579926,3.843994141
1,2/14/2020,TSLA,160.0059967,0,0
1,2/19/2020,TSLA,0,183.4839935,23.47799683
1,2/20/2020,TSLA,179.8820038,0,0
1,2/25/2020,TSLA,159.9819946,0,0
1,2/26/2020,TSLA,0,155.7599945,-24.12200928
1,2/27/2020,TSLA,135.8000031,0,0
1,2/28/2020,TSLA,133.5980072,0,0
1,3/2/2020,TSLA,148.723999,0,0
1,3/3/2020,TSLA,0,149.102005,-10.87998962
1,3/6/2020,TSLA,0,140.6959991,4.895996094
1,3/10/2020,TSLA,0,129.0659943,-4.532012939
1,3/11/2020,TSLA,126.8460007,0,0
1,3/12/2020,TSLA,112.1100006,0,0
1,3/13/2020,TSLA,0,109.3239975,-39.40000153
1,3/16/2020,TSLA,89.01399994,0,0
1,3/17/2020,TSLA,0,86.04000092,-40.80599976
1,3/18/2020,TSLA,72.2440033,0,0
1,3/19/2020,TSLA,85.52799988,0,0
1,3/20/2020,TSLA,0,85.5059967,-26.60400391
1,3/23/2020,TSLA,0,86.85800171,-2.15599823
1,3/24/2020,TSLA,0,101,28.7559967
1,3/27/2020,TSLA,0,102.8720016,17.34400177
1,3/30/2020,TSLA,100.4260025,0,0
1,4/1/2020,TSLA,0,96.31199646,-4.114006042
1,4/2/2020,TSLA,90.89399719,0,0
1,4/6/2020,TSLA,0,103.2480011,12.35400391
1,4/7/2020,TSLA,109.0899963,0,0
1,4/8/2020,TSLA,109.7679977,0,0
1,4/14/2020,TSLA,141.9779968,0,0
1,4/15/2020,TSLA,145.9660034,0,0
1,4/17/2020,TSLA,0,150.7779999,41.68800354
1,4/20/2020,TSLA,0,149.2720032,39.50400543
1,4/21/2020,TSLA,0,137.3439941,-4.634002686
1,4/22/2020,TSLA,0,146.4219971,0.455993652
1,4/23/2020,TSLA,141.1260071,0,0
1,4/28/2020,TSLA,153.8240051,0,0
1,5/4/2020,TSLA,152.2380066,0,0
1,5/5/2020,TSLA,153.6419983,0,0
1,5/8/2020,TSLA,163.8840027,0,0
1,5/11/2020,TSLA,162.2579956,0,0
1,5/12/2020,TSLA,161.8820038,0,0
1,5/13/2020,TSLA,158.1920013,0,0
1,5/14/2020,TSLA,160.6660004,0,0
1,5/21/2020,TSLA,0,165.5200043,24.39399719
1,5/26/2020,TSLA,0,163.7740021,9.949996948
1,5/27/2020,TSLA,164.0460052,0,0
1,5/28/2020,TSLA,161.1620026,0,0
1,5/29/2020,TSLA,167,0,0
1,6/2/2020,TSLA,176.3119965,0,0
1,6/3/2020,TSLA,0,176.5919952,24.35398865
1,6/4/2020,TSLA,172.8760071,0,0
1,6/5/2020,TSLA,177.1320038,0,0
1,6/9/2020,TSLA,188.1340027,0,0
1,6/10/2020,TSLA,0,205.0099945,51.36799622
1,6/11/2020,TSLA,194.5679932,0,0
1,6/15/2020,TSLA,198.1799927,0,0
1,6/16/2020,TSLA,196.4259949,0,0
1,6/18/2020,TSLA,200.7920074,0,0
1,6/19/2020,TSLA,200.1799927,0,0
1,6/23/2020,TSLA,200.3560028,0,0
1,6/24/2020,TSLA,192.1699982,0,0
1,6/29/2020,TSLA,201.8699951,0,0
1,7/1/2020,TSLA,0,223.9259949,60.04199219
1,7/7/2020,TSLA,0,277.9719849,115.7139893
1,7/8/2020,TSLA,0,273.1759949,111.2939911
1,7/10/2020,TSLA,308.9299927,0,0
1,7/14/2020,TSLA,0,303.3599854,145.167984
1,7/15/2020,TSLA,0,309.2019958,148.5359955
1,7/16/2020,TSLA,0,300.1279907,136.0819855
1,7/17/2020,TSLA,0,300.1679993,139.0059967
1,7/20/2020,TSLA,0,328.6000061,161.6000061
1,7/21/2020,TSLA,0,313.6719971,137.3600006
1,7/24/2020,TSLA,0,283.3999939,110.5239868
1,7/31/2020,TSLA,286.1520081,0,0
1,8/5/2020,TSLA,297.0039978,0,0
1,8/7/2020,TSLA,0,290.5419922,113.4099884
1,8/14/2020,TSLA,0,330.1419983,142.0079956
1,8/20/2020,TSLA,400.3659973,0,0
1,8/21/2020,TSLA,409.9960022,0,0
1,8/25/2020,TSLA,404.6679993,0,0
1,8/26/2020,TSLA,430.6340027,0,0
1,8/27/2020,TSLA,0,447.75,253.1820068
1,8/31/2020,TSLA,0,498.3200073,300.1400146
1,9/1/2020,TSLA,475.0499878,0,0
1,9/2/2020,TSLA,447.3699951,0,0
1,9/3/2020,TSLA,0,407,210.5740051
1,9/4/2020,TSLA,418.3200073,0,0
1,9/8/2020,TSLA,330.2099915,0,0
1,9/9/2020,TSLA,366.2799988,0,0
1,9/10/2020,TSLA,0,371.3399963,170.5479889
1,9/11/2020,TSLA,0,372.7200012,172.5400085
1,9/15/2020,TSLA,449.7600098,0,0
1,9/24/2020,TSLA,0,387.7900085,187.4340057
1,9/25/2020,TSLA,407.3399963,0,0
1,10/9/2020,TSLA,0,434,241.8300018
1,10/12/2020,TSLA,442.2999878,0,0
1,10/13/2020,TSLA,0,446.6499939,244.7799988
1,10/14/2020,TSLA,461.2999878,0,0
1,10/19/2020,TSLA,430.8299866,0,0
1,10/20/2020,TSLA,0,421.9400024,113.0100098
1,10/21/2020,TSLA,422.6400146,0,0
1,10/22/2020,TSLA,0,425.7900085,139.6380005
1,10/23/2020,TSLA,0,420.6300049,123.6260071
1,10/26/2020,TSLA,0,420.2799988,19.91400146
1,10/27/2020,TSLA,0,424.6799927,14.68399048
1,10/30/2020,TSLA,0,388.0400085,-16.62799072
1,11/3/2020,TSLA,0,423.8999939,-6.734008789
1,11/4/2020,TSLA,420.980011,0,0
1,11/5/2020,TSLA,438.0899963,0,0
1,11/6/2020,TSLA,0,429.9500122,-45.09997559
1,11/10/2020,TSLA,0,410.3599854,-37.01000977
1,11/11/2020,TSLA,0,417.1300049,-1.190002441
1,11/12/2020,TSLA,0,411.7600098,81.55001831
1,11/13/2020,TSLA,408.5,0,0
1,11/16/2020,TSLA,0,408.0899963,41.80999756
1,11/17/2020,TSLA,0,441.6099854,-8.150024414
1,11/19/2020,TSLA,0,499.269989,91.92999268
1,11/24/2020,TSLA,0,555.3800049,113.0800171
1,11/25/2020,TSLA,0,574,112.7000122
1,11/27/2020,TSLA,0,585.7600098,154.9300232
1,12/1/2020,TSLA,0,584.7600098,162.1199951
1,12/3/2020,TSLA,0,593.3800049,172.3999939
1,12/4/2020,TSLA,0,599.039978,160.9499817
1,12/7/2020,TSLA,641.7600098,0,0
1,12/8/2020,TSLA,649.8800049,0,0
1,12/9/2020,TSLA,604.4799805,0,0
1,12/10/2020,TSLA,627.0700073,0,0
1,12/11/2020,TSLA,609.9899902,0,0
1,12/14/2020,TSLA,639.8300171,0,0
1,12/15/2020,TSLA,633.25,0,0
1,12/16/2020,TSLA,622.7700195,0,0
1,12/17/2020,TSLA,655.9000244,0,0
1,12/22/2020,TSLA,0,640.3400269,231.8400269
1,1/20/2021,TSLA,850.4500122,0,0
1,1/22/2021,TSLA,846.6400146,0,0
1,1/25/2021,TSLA,880.7999878,0,0
1,1/29/2021,TSLA,793.5300293,0,0
1,2/1/2021,TSLA,839.8099976,0,0
1,2/2/2021,TSLA,872.789978,0,0
1,2/3/2021,TSLA,854.6900024,0,0
1,2/4/2021,TSLA,849.9899902,0,0
1,2/5/2021,TSLA,0,852.2299805,210.4699707
1,2/8/2021,TSLA,863.4199829,0,0
1,2/9/2021,TSLA,849.460022,0,0
1,2/10/2021,TSLA,804.8200073,0,0
1,2/11/2021,TSLA,811.6599731,0,0
1,2/12/2021,TSLA,0,816.1199951,166.2399902
1,2/16/2021,TSLA,0,796.2199707,191.7399902
1,2/17/2021,TSLA,0,798.1500244,171.0800171
1,2/18/2021,TSLA,0,787.3800049,177.3900146
1,2/19/2021,TSLA,781.2999878,0,0
1,2/22/2021,TSLA,714.5,0,0
1,2/23/2021,TSLA,0,698.8400269,59.01000977
1,2/24/2021,TSLA,742.0200195,0,0
1,2/25/2021,TSLA,0,682.2199707,48.9699707
1,2/26/2021,TSLA,675.5,0,0
1,3/1/2021,TSLA,0,718.4299927,95.65997314
1,3/2/2021,TSLA,0,686.4400024,30.53997803
1,3/3/2021,TSLA,0,653.2000122,-197.25
1,3/4/2021,TSLA,0,621.4400024,-225.2000122
1,3/5/2021,TSLA,0,597.9500122,-282.8499756
1,3/8/2021,TSLA,0,563,-230.5300293
1,3/9/2021,TSLA,0,673.5800171,-166.2299805
1,3/10/2021,TSLA,0,668.0599976,-204.7299805
1,3/11/2021,TSLA,0,699.5999756,-155.0900269
1,3/12/2021,TSLA,0,693.7299805,-156.2600098
1,3/15/2021,TSLA,0,707.9400024,-155.4799805
1,3/16/2021,TSLA,0,676.8800049,-172.5800171
1,3/17/2021,TSLA,0,701.8099976,-103.0100098
1,3/18/2021,TSLA,653.1599731,0,0
1,3/19/2021,TSLA,0,654.8699951,-156.789978
1,3/22/2021,TSLA,670,0,0
1,3/23/2021,TSLA,662.1599731,0,0
1,3/24/2021,TSLA,0,630.2700195,-151.0299683
1,3/25/2021,TSLA,640.3900146,0,0
1,3/26/2021,TSLA,618.710022,0,0
1,3/29/2021,TSLA,611.289978,0,0
1,3/30/2021,TSLA,635.6199951,0,0
1,3/31/2021,TSLA,0,667.9299927,-46.57000732
1,4/1/2021,TSLA,661.75,0,0
1,4/5/2021,TSLA,691.0499878,0,0
1,4/6/2021,TSLA,691.6199951,0,0
1,4/7/2021,TSLA,670.9699707,0,0
1,4/8/2021,TSLA,683.7999878,0,0
1,4/9/2021,TSLA,677.0200195,0,0
1,4/12/2021,TSLA,701.9799805,0,0
1,4/14/2021,TSLA,732.2299805,0,0
1,4/15/2021,TSLA,738.8499756,0,0
1,4/16/2021,TSLA,739.7800293,0,0
1,4/19/2021,TSLA,0,714.6300049,-27.39001465
1,4/20/2021,TSLA,718.9899902,0,0
1,4/21/2021,TSLA,0,744.1199951,68.61999512
1,4/22/2021,TSLA,0,719.6900024,66.5300293
1,4/23/2021,TSLA,0,729.4000244,59.40002441
1,4/26/2021,TSLA,0,738.2000122,76.04003906
1,4/27/2021,TSLA,0,704.7399902,64.34997559
1,4/28/2021,TSLA,0,694.4000244,75.69000244
1,4/29/2021,TSLA,0,677,65.71002197
1,4/30/2021,TSLA,0,709.4400024,73.82000732
1,5/3/2021,TSLA,0,684.9000244,23.15002441
1,5/4/2021,TSLA,0,673.5999756,-17.45001221
1,5/5/2021,TSLA,0,670.9400024,-20.67999268
1,5/6/2021,TSLA,0,663.539978,-7.429992676
1,5/7/2021,TSLA,0,672.3699951,-11.42999268
1,5/10/2021,TSLA,0,629.039978,-47.9800415
1,5/11/2021,TSLA,0,617.2000122,-84.77996826
1,5/12/2021,TSLA,0,589.8900146,-142.3399658
1,5/13/2021,TSLA,0,571.6900024,-167.1599731
1,5/14/2021,TSLA,0,589.7399902,-150.0400391
1,5/17/2021,TSLA,0,576.8300171,-142.1599731
1,5/21/2021,TSLA,580.8800049,0,0
1,5/24/2021,TSLA,0,606.4400024,25.55999756
1,6/8/2021,TSLA,603.5900269,0,0
1,6/9/2021,TSLA,0,598.7800293,-4.809997559
1,7/7/2021,TSLA,644.6500244,0,0
1,7/9/2021,TSLA,0,656.9500122,12.29998779
1,7/14/2021,TSLA,653.3800049,0,0
1,7/15/2021,TSLA,0,650.5999756,-2.780029297
1,7/30/2021,TSLA,687.2000122,0,0
1,8/2/2021,TSLA,0,709.6699829,22.4699707
1,8/4/2021,TSLA,710.9199829,0,0
1,8/5/2021,TSLA,714.6300049,0,0
1,8/6/2021,TSLA,699.0999756,0,0
1,8/9/2021,TSLA,713.7600098,0,0
1,8/10/2021,TSLA,709.9899902,0,0
1,8/11/2021,TSLA,707.8200073,0,0
1,8/12/2021,TSLA,722.25,0,0
1,8/13/2021,TSLA,717.1699829,0,0
1,8/16/2021,TSLA,686.1699829,0,0
1,8/17/2021,TSLA,665.710022,0,0
1,8/18/2021,TSLA,688.9899902,0,0
1,8/19/2021,TSLA,0,673.4699707,-37.45001221
1,8/20/2021,TSLA,680.2600098,0,0
1,8/23/2021,TSLA,706.2999878,0,0
1,8/24/2021,TSLA,708.4899902,0,0
1,8/25/2021,TSLA,711.2000122,0,0
1,8/26/2021,TSLA,701.1599731,0,0
1,8/27/2021,TSLA,0,711.9199829,-2.710021973
1,8/30/2021,TSLA,730.9099731,0,0
1,8/31/2021,TSLA,735.7199707,0,0
1,9/1/2021,TSLA,0,734.0900269,34.99005127
1,9/2/2021,TSLA,0,732.3900146,18.63000488
1,9/3/2021,TSLA,0,733.5700073,23.58001709
1,9/7/2021,TSLA,0,752.9199829,45.09997559
1,9/8/2021,TSLA,0,753.8699951,31.61999512
1,9/9/2021,TSLA,0,754.8599854,37.69000244
1,9/10/2021,TSLA,0,736.2700195,50.10003662
1,9/13/2021,TSLA,743,0,0
1,9/14/2021,TSLA,0,744.4899902,78.77996826
1,9/15/2021,TSLA,755.8300171,0,0
1,9/16/2021,TSLA,0,756.9899902,68
1,9/17/2021,TSLA,0,759.4899902,79.22998047
1,9/20/2021,TSLA,0,730.1699829,23.86999512
1,9/22/2021,TSLA,0,751.9400024,43.45001221
1,9/23/2021,TSLA,753.6400146,0,0
1,9/24/2021,TSLA,0,774.3900146,63.19000244
1,9/27/2021,TSLA,0,791.3599854,90.20001221
1,9/28/2021,TSLA,777.5599976,0,0
1,9/29/2021,TSLA,0,781.3099976,50.40002441
1,9/30/2021,TSLA,0,775.4799805,39.76000977
1,10/1/2021,TSLA,0,775.2199707,32.2199707
1,10/4/2021,TSLA,0,781.5300293,25.70001221
1,10/5/2021,TSLA,0,780.5900269,26.95001221
1,10/6/2021,TSLA,0,782.75,5.190002441
1,10/7/2021,TSLA,793.6099854,0,0
1,10/8/2021,TSLA,785.4899902,0,0
1,10/11/2021,TSLA,791.9400024,0,0
1,10/12/2021,TSLA,805.7199707,0,0
1,10/13/2021,TSLA,811.0800171,0,0
1,10/14/2021,TSLA,0,818.3200073,24.71002197
1,10/18/2021,TSLA,0,870.1099854,84.61999512
1,10/19/2021,TSLA,0,864.2700195,72.33001709
1,10/27/2021,TSLA,0,1037.859985,232.1400146
1,10/28/2021,TSLA,0,1077.040039,265.960022
1,11/16/2021,TSLA,1054.72998,0,0
1,11/17/2021,TSLA,1089.01001,0,0
1,11/19/2021,TSLA,1137.060059,0,0
1,11/22/2021,TSLA,1156.869995,0,0
1,11/23/2021,TSLA,1109.030029,0,0
1,11/24/2021,TSLA,1116,0,0
1,11/26/2021,TSLA,1081.920044,0,0
1,11/29/2021,TSLA,1136.98999,0,0
2,1/2/2020,TSLA,86.05200195,0,0
2,1/3/2020,TSLA,88.60199738,0,0
2,1/6/2020,TSLA,90.30799866,0,0
2,1/7/2020,TSLA,93.81199646,0,0
2,1/9/2020,TSLA,96.26799774,0,0
2,1/10/2020,TSLA,95.62999725,0,0
2,1/13/2020,TSLA,0,104.9720001,18.91999817
2,1/14/2020,TSLA,0,107.5839996,18.98200226
2,1/15/2020,TSLA,0,103.6999969,13.39199829
2,1/16/2020,TSLA,0,102.697998,8.886001587
2,1/17/2020,TSLA,0,102.0999985,5.832000732
2,1/21/2020,TSLA,109.4400024,0,0
2,1/22/2020,TSLA,113.9120026,0,0
2,1/23/2020,TSLA,114.4400024,0,0
2,1/24/2020,TSLA,112.9639969,0,0
2,1/27/2020,TSLA,111.6039963,0,0
2,1/28/2020,TSLA,113.3799973,0,0
2,1/29/2020,TSLA,116.197998,0,0
2,1/30/2020,TSLA,0,128.1620026,32.53200531
2,1/31/2020,TSLA,130.1139984,0,0
2,2/3/2020,TSLA,156,0,0
2,2/4/2020,TSLA,177.4120026,0,0
2,2/5/2020,TSLA,146.9400024,0,0
2,2/6/2020,TSLA,0,149.7920074,40.352005
2,2/12/2020,TSLA,153.4579926,0,0
2,2/14/2020,TSLA,0,160.0059967,46.09399414
2,2/18/2020,TSLA,0,171.6799927,57.23999023
2,2/19/2020,TSLA,0,183.4839935,70.51999664
2,2/20/2020,TSLA,0,179.8820038,68.27800751
2,2/21/2020,TSLA,0,180.1999969,66.81999969
2,2/24/2020,TSLA,0,166.7579956,50.55999756
2,2/25/2020,TSLA,0,159.9819946,29.86799622
2,2/26/2020,TSLA,0,155.7599945,-0.240005493
2,2/27/2020,TSLA,0,135.8000031,-41.61199951
2,2/28/2020,TSLA,0,133.5980072,-13.34199524
2,3/2/2020,TSLA,0,148.723999,-4.73399353
2,3/3/2020,TSLA,149.102005,0,0
2,3/4/2020,TSLA,149.8999939,0,0
2,3/5/2020,TSLA,144.9080048,0,0
2,3/6/2020,TSLA,140.6959991,0,0
2,3/9/2020,TSLA,121.5999985,0,0
2,3/10/2020,TSLA,129.0659943,0,0
2,3/11/2020,TSLA,0,126.8460007,-22.25600433
2,3/12/2020,TSLA,0,112.1100006,-37.78999329
2,3/13/2020,TSLA,0,109.3239975,-35.58400726
2,3/16/2020,TSLA,0,89.01399994,-51.68199921
2,3/17/2020,TSLA,0,86.04000092,-35.55999756
2,3/18/2020,TSLA,0,72.2440033,-56.82199097
2,3/23/2020,TSLA,86.85800171,0,0
2,3/24/2020,TSLA,101,0,0
2,3/25/2020,TSLA,0,107.8499985,20.99199677
2,3/26/2020,TSLA,0,105.6320038,4.632003784
2,5/5/2020,TSLA,153.6419983,0,0
2,5/6/2020,TSLA,156.5160065,0,0
2,5/8/2020,TSLA,163.8840027,0,0
2,5/11/2020,TSLA,162.2579956,0,0
2,5/12/2020,TSLA,161.8820038,0,0
2,5/18/2020,TSLA,162.7259979,0,0
2,5/19/2020,TSLA,161.602005,0,0
2,5/20/2020,TSLA,163.1119995,0,0
2,5/21/2020,TSLA,165.5200043,0,0
2,5/22/2020,TSLA,0,163.3760071,9.734008789
2,5/26/2020,TSLA,163.7740021,0,0
2,6/1/2020,TSLA,179.6199951,0,0
2,6/2/2020,TSLA,176.3119965,0,0
2,6/3/2020,TSLA,176.5919952,0,0
2,6/4/2020,TSLA,172.8760071,0,0
2,6/5/2020,TSLA,0,177.1320038,20.61599731
2,6/8/2020,TSLA,0,189.9839935,26.09999084
2,6/9/2020,TSLA,0,188.1340027,25.87600708
2,6/10/2020,TSLA,0,205.0099945,43.12799072
2,6/12/2020,TSLA,0,187.0559998,24.33000183
2,6/18/2020,TSLA,0,200.7920074,39.19000244
2,6/19/2020,TSLA,0,200.1799927,37.06799316
2,6/22/2020,TSLA,0,198.8639984,33.34399414
2,6/23/2020,TSLA,0,200.3560028,36.58200073
2,6/24/2020,TSLA,0,192.1699982,12.55000305
2,6/29/2020,TSLA,0,201.8699951,25.55799866
2,6/30/2020,TSLA,0,215.9620056,39.37001038
2,7/1/2020,TSLA,223.9259949,0,0
2,7/2/2020,TSLA,0,241.7319946,68.85598755
2,7/6/2020,TSLA,0,274.3160095,50.39001465
2,7/22/2020,TSLA,318.4660034,0,0
2,7/23/2020,TSLA,302.6140137,0,0
2,7/24/2020,TSLA,283.3999939,0,0
2,7/27/2020,TSLA,307.9200134,0,0
2,7/28/2020,TSLA,295.2980042,0,0
2,7/29/2020,TSLA,299.821991,0,0
2,7/30/2020,TSLA,297.4979858,0,0
2,7/31/2020,TSLA,286.1520081,0,0
2,8/3/2020,TSLA,297,0,0
2,8/4/2020,TSLA,297.3999939,0,0
2,8/5/2020,TSLA,297.0039978,0,0
2,8/6/2020,TSLA,297.9159851,0,0
2,8/7/2020,TSLA,290.5419922,0,0
2,8/10/2020,TSLA,283.7139893,0,0
2,8/11/2020,TSLA,274.8779907,0,0
2,8/12/2020,TSLA,0,310.9519958,-7.514007568
2,8/13/2020,TSLA,0,324.2000122,21.58599854
2,8/14/2020,TSLA,0,330.1419983,46.74200439
2,8/17/2020,TSLA,0,367.1279907,59.20797729
2,8/18/2020,TSLA,0,377.4179993,82.11999512
2,8/19/2020,TSLA,0,375.7059937,75.88400269
2,8/20/2020,TSLA,0,400.3659973,102.8680115
2,8/21/2020,TSLA,0,409.9960022,123.8439941
2,8/24/2020,TSLA,0,402.8399963,105.8399963
2,8/25/2020,TSLA,0,404.6679993,107.2680054
2,8/26/2020,TSLA,0,430.6340027,133.6300049
2,8/27/2020,TSLA,0,447.75,149.8340149
2,8/28/2020,TSLA,0,442.6799927,152.1380005
2,8/31/2020,TSLA,0,498.3200073,214.6060181
2,9/1/2020,TSLA,0,475.0499878,200.1719971
2,10/6/2020,TSLA,413.980011,0,0
2,10/7/2020,TSLA,425.2999878,0,0
2,10/8/2020,TSLA,425.9200134,0,0
2,10/9/2020,TSLA,434,0,0
2,10/12/2020,TSLA,442.2999878,0,0
2,10/13/2020,TSLA,446.6499939,0,0
2,10/14/2020,TSLA,461.2999878,0,0
2,10/15/2020,TSLA,448.8800049,0,0
2,10/16/2020,TSLA,439.6700134,0,0
2,10/19/2020,TSLA,0,430.8299866,16.84997559
2,10/20/2020,TSLA,0,421.9400024,-3.359985352
2,10/21/2020,TSLA,0,422.6400146,-3.279998779
2,10/22/2020,TSLA,0,425.7900085,-8.209991455
2,10/23/2020,TSLA,0,420.6300049,-21.66998291
